symbol,name,reportDate,fiscalDateEnding,estimate,currency
SAPX,SAPX,2023-08-30,2023-06-30,0,USD
SAR,Saratoga Investment Corp,2023-07-04,2023-05-31,0.85,USD
SASI,Sigma Additive Solutions Inc,2023-08-03,2023-06-30,-0.09,USD
SASOF,SASOF,2023-08-21,2023-06-30,,USD
SASR,Sandy Spring Bancorp,2023-07-19,2023-06-30,0.68,USD
SATS,EchoStar Corp - Class A,2023-08-02,2023-06-30,0.2,USD
SAUHY,SAUHY,2023-08-15,2023-06-30,0,CHF
SAVA,Cassava Sciences Inc,2023-08-01,2023-06-30,-0.59,USD
SAVE,Spirit Airlines Inc,2023-08-07,2023-06-30,0.33,USD
SAWLF,SAWLF,2023-08-09,2023-06-30,,CAD
SAXPY,SAXPY,2023-08-09,2023-06-30,0.3452,EUR
SB,Safe Bulkers Inc,2023-07-25,2023-06-30,0.15,USD
SBAC,SBA Communications Corp - Class A,2023-07-31,2023-06-30,1.21,USD
SBCF,Seacoast Banking Corp Of Florida,2023-07-26,2023-06-30,0.52,USD
SBET,SharpLink Gaming Ltd,2023-08-30,2023-06-30,0,USD
SBEV,Splash Beverage Group Inc,2023-08-14,2023-06-30,-0.11,USD
SBFFF,SBFFF,2023-08-10,2023-06-30,0,USD
SBFFY,SBFFY,2023-08-10,2023-06-30,0,USD
SBFG,SB Financial Group Inc,2023-07-24,2023-06-30,0.38,USD
SBFM,Sunshine Biopharma Inc,2023-08-02,2023-06-30,,USD
SBGI,Sinclair Inc - Class A,2023-08-02,2023-06-30,-0.63,USD
SBGSY,SBGSY,2023-07-27,2023-06-30,0,EUR
SBH,Sally Beauty Holdings Inc,2023-08-02,2023-06-30,0.49,USD
SBIG,SpringBig Holdings Inc,2023-08-14,2023-06-30,-0.0433,USD
SBLK,Star Bulk Carriers Corp,2023-08-02,2023-06-30,0.5,USD
SBNY,SBNY,2023-07-17,2023-06-30,3.56,USD
SBOW,SilverBow Resources Inc,2023-08-01,2023-06-30,1.77,USD
SBR,Sabine Royalty Trust,2023-08-07,2023-06-30,0,USD
SBRA,Sabra Healthcare REIT Inc,2023-08-01,2023-06-30,0.1,USD
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo.,2023-08-10,2023-06-30,0.2577,USD
SBSAA,SBSAA,2023-08-14,2023-06-30,,USD
SBSI,Southside Bancshares Inc,2023-07-24,2023-06-30,0.7,USD
SBSW,Sibanye Stillwater Ltd,2023-08-29,2023-06-30,0.35,ZAR
SBT,Sterling Bancorp Inc,2023-08-14,2023-06-30,0.03,USD
SBUX,Starbucks Corp,2023-08-01,2023-06-30,0.95,USD
SBWFF,SBWFF,2023-09-18,2023-07-31,,CAD
SCBFF,SCBFF,2023-07-28,2023-06-30,0.3321,USD
SCCAF,SCCAF,2023-07-26,2023-06-30,,CAD
SCCO,Southern Copper Corporation,2023-07-25,2023-06-30,0.89,USD
SCEYF,SCEYF,2023-07-25,2023-06-30,,CAD
SCGLY,SCGLY,2023-08-03,2023-06-30,0.2213,EUR
SCHL,Scholastic Corp,2023-07-19,2023-05-31,1.7,USD
SCHL,Scholastic Corp,2023-09-20,2023-08-31,,USD
SCHN,Schnitzer Steel Industries Inc - Class A,2023-06-27,2023-05-31,0.64,USD
SCHW,Charles Schwab Corp,2023-07-17,2023-06-30,0.75,USD
SCI,Service Corp International,2023-07-31,2023-06-30,0.82,USD
SCIA,SCIA,2023-07-27,2023-06-30,,USD
SCIE,SCIE,2023-08-30,2023-06-30,0,USD
SCKT,Socket Mobile Inc,2023-07-26,2023-06-30,-0.11,USD
SCL,Stepan Company,2023-07-25,2023-06-30,1.25,USD
SCM,Stellus Capital Investment Corp,2023-08-01,2023-06-30,0.47,USD
SCMWY,SCMWY,2023-08-03,2023-06-30,0.9021,CHF
SCOR,Comscore Inc,2023-08-07,2023-06-30,-0.08,USD
SCPH,scPharmaceuticals Inc,2023-08-07,2023-06-30,-0.35,USD
SCPL,Sciplay Corp - Class A,2023-08-07,2023-06-30,0.25,USD
SCPS,SCPS,2023-08-30,2023-06-30,0,USD
SCRCQ,SCRCQ,2023-08-30,2023-06-30,0,USD
SCRYY,SCRYY,2023-07-27,2023-06-30,0.1013,EUR
SCS,Steelcase Inc - Class A,2023-09-19,2023-08-31,0.2133,USD
SCSC,Scansource Inc,2023-08-21,2023-06-30,0.71,USD
SCTL,Societal CDMO Inc,2023-08-08,2023-06-30,-0.03,USD
SCTY,SCTY,2023-08-10,2023-06-30,0,USD
SCU,Sculptor Capital Management Inc - Class A,2023-08-01,2023-06-30,0.25,USD
SCUPF,SCUPF,2023-08-08,2023-06-30,,CAD
SCVL,Shoe Carnival Inc,2023-08-23,2023-05-31,,USD
SCVL,Shoe Carnival Inc,2023-08-23,2023-07-31,0.89,USD
SCWX,SecureWorks Corp - Class A,2023-08-30,2023-07-31,-0.15,USD
SCX,L.S. Starrett Co. - Class A,2023-08-23,2023-06-30,,USD
SCYX,Scynexis Inc,2023-08-14,2023-06-30,1.44,USD
SCZC,SCZC,2023-07-19,2023-06-30,,USD
SD,Sandridge Energy Inc New,2023-08-01,2023-06-30,,USD
SDC,Smiledirectclub Inc - Class A,2023-08-07,2023-06-30,-0.11,USD
SDGR,Schrodinger Inc,2023-08-02,2023-06-30,-0.51,USD
SDIG,Stronghold Digital Mining Inc - Class A,2023-08-14,2023-06-30,-2.21,USD
SDPI,Superior Drilling Products Inc,2023-08-10,2023-06-30,0.03,USD
SDRL,Seadrill Ltd,2023-08-15,2023-06-30,0.8111,USD
SDVKY,SDVKY,2023-07-19,2023-06-30,0.2969,SEK
SDXAY,SDXAY,2023-06-30,2023-05-31,0,EUR
SE,Sea Ltd,2023-08-14,2023-06-30,0.43,USD
SEAC,Seachange International Inc,2023-09-11,2023-07-31,-0.55,USD
SEAS,SeaWorld Entertainment Inc,2023-08-02,2023-06-30,1.8,USD
SEAT,Vivid Seats Inc - Class A,2023-08-08,2023-06-30,0.0661,USD
SEB,Seaboard Corp,2023-07-31,2023-06-30,,USD
SEBFF,SEBFF,2023-07-31,2023-05-31,,USD
SECO,Secoo Holding Ltd,2023-06-23,2023-03-31,,CNY
SECUF,SECUF,2023-08-14,2023-06-30,,CAD
SECYF,SECYF,2023-07-27,2023-06-30,,CAD
SEDG,Solaredge Technologies Inc,2023-07-31,2023-06-30,2.51,USD
SEE,Sealed Air Corp,2023-07-31,2023-06-30,0.72,USD
SEEL,Seelos Therapeutics Inc,2023-08-03,2023-06-30,-0.09,USD
SEER,Seer Inc - Class A,2023-08-07,2023-06-30,-0.39,USD
SEGI,SEGI,2023-08-08,2023-06-30,0,USD
SEIC,SEI Investments Company,2023-07-18,2023-06-30,0.84,USD
SEII,SEII,2023-08-18,2023-06-30,,USD
SEKEY,SEKEY,2023-07-28,2023-06-30,0.1542,JPY
SELB,Selecta Biosciences Inc,2023-08-02,2023-06-30,-0.08,USD
SELF,Global Self Storage Inc,2023-08-08,2023-06-30,0.05,USD
SEM,Select Medical Holdings Corporation,2023-08-02,2023-06-30,0.48,USD
SEMR,SEMrush Holdings Inc - Class A,2023-08-08,2023-06-30,-0.01,USD
SENEA,Seneca Foods Corp - Class A,2023-08-09,2023-06-30,,USD
SENEB,Seneca Foods Corp - Class B,2023-08-09,2023-06-30,0,USD
SENR,SENR,2023-08-15,2023-06-30,,USD
SENS,Senseonics Holdings Inc,2023-08-07,2023-06-30,-0.03,USD
SEOAY,SEOAY,2023-07-21,2023-06-30,0.1499,EUR
SEPOF,SEPOF,2023-08-23,2023-06-30,,CAD
SERA,Sera Prognostics Inc Class A,2023-08-28,2023-06-30,-0.3655,USD
SES,SES AI Corporation - Class A,2023-08-08,2023-06-30,-0.0851,USD
SESN,SESN,2023-08-07,2023-06-30,,USD
SEVN,Seven Hills Realty Trust .,2023-07-25,2023-06-30,0.34,USD
SEYE,SEYE,2023-09-14,2023-07-31,0,USD
SF,Stifel Financial Corp,2023-07-25,2023-06-30,1.48,USD
SFBC,Sound Financial Bancorp Inc,2023-07-24,2023-06-30,,USD
SFBS,ServisFirst Bancshares Inc,2023-07-17,2023-06-30,0.94,USD
SFDL,SFDL,2023-07-27,2023-06-30,,USD
SFE,Safeguard Scientifics Inc,2023-08-09,2023-06-30,,USD
SFIX,Stitch Fix Inc - Class A,2023-08-28,2023-07-31,-0.21,USD
SFL,SFL Corporation Ltd,2023-08-15,2023-06-30,0.12,USD
SFM,Sprouts Farmers Market Inc,2023-08-01,2023-06-30,0.63,USD
SFNC,Simmons First National Corp - Class A,2023-07-19,2023-06-30,0.42,USD
SFST,Southern First Bancshares Inc,2023-07-24,2023-06-30,0.37,USD
SFT,Shift Technologies Inc - Class A,2023-08-07,2023-06-30,-2.16,USD
SFTBF,SFTBF,2023-08-07,2023-06-30,0.71,JPY
SFTBY,SFTBY,2023-08-07,2023-06-30,0,JPY
SG,Sweetgreen Inc - Class A,2023-08-10,2023-06-30,-0.17,USD
SGA,Saga Communications Inc - Class A,2023-08-03,2023-06-30,0.48,USD
SGAMY,SGAMY,2023-08-03,2023-06-30,0,JPY
SGAPY,SGAPY,2023-08-09,2023-06-30,0.2955,SGD
SGBX,Safe & Green Holdings Corp,2023-08-14,2023-06-30,-0.23,USD
SGC,Superior Group of Companies Inc.,2023-08-07,2023-06-30,0.1,USD
SGCFF,SGCFF,2023-08-10,2023-06-30,,USD
SGEN,Seagen Inc,2023-07-26,2023-06-30,-0.8,USD
SGFY,SGFY,2023-08-01,2023-06-30,,USD
SGH,SMART Global Holdings Inc,2023-06-29,2023-05-31,0.4,USD
SGHC,Super Group (SGHC) Ltd,2023-08-10,2023-06-30,0.0205,EUR
SGHIY,SGHIY,2023-08-29,2023-06-30,0,HKD
SGHT,Sight Sciences Inc,2023-08-10,2023-06-30,-0.3445,USD
SGIOY,SGIOY,2023-07-31,2023-06-30,0.4359,USD
SGLY,Singularity Future Technology Ltd,2023-08-30,2023-06-30,0,USD
SGMA,Sigmatron International Inc,2023-09-11,2023-07-31,,USD
SGML,Sigma Lithium Corporation,2023-08-17,2023-06-30,0.83,CAD
SGMO,Sangamo Therapeutics Inc,2023-08-02,2023-06-30,-0.34,USD
SGNLF,SGNLF,2023-08-02,2023-06-30,,CAD
SGPYY,SGPYY,2023-07-27,2023-06-30,0,USD
SGQRF,SGQRF,2023-08-10,2023-06-30,,USD
SGRP,Spar Group Inc,2023-08-14,2023-06-30,0.04,USD
SGRY,Surgery Partners Inc,2023-07-31,2023-06-30,0.08,USD
SGSOY,SGSOY,2023-07-24,2023-06-30,0.4662,CHF
SGSVF,SGSVF,2023-08-14,2023-06-30,,CAD
SGTSY,SGTSY,2023-07-21,2023-06-30,0,EUR
SGTX,Sigilon Therapeutics Inc,2023-08-02,2023-06-30,-2.99,USD
SGU,Star Group L.P.,2023-08-01,2023-06-30,,USD
SHAK,Shake Shack Inc - Class A,2023-08-02,2023-06-30,0.1,USD
SHASF,SHASF,2023-08-07,2023-06-30,,USD
SHBI,Shore Bancshares Inc,2023-07-26,2023-06-30,0.38,USD
SHC,Sotera Health Company,2023-08-02,2023-06-30,0.17,USD
SHCAY,SHCAY,2023-08-03,2023-06-30,-0.0189,JPY
SHCO,Soho House & Co Inc Class A,2023-08-15,2023-06-30,-0.12,USD
SHCR,Sharecare Inc - Class A,2023-08-08,2023-06-30,-0.09,USD
SHEL,Shell Plc ADR (Representing - ),2023-07-27,2023-06-30,1.86,USD
SHEN,Shenandoah Telecommunications Company,2023-08-01,2023-06-30,-0.03,USD
SHERF,SHERF,2023-07-25,2023-06-30,,CAD
SHG,Shinhan Financial Group Co. Ltd,2023-07-27,2023-06-30,1.82,USD
SHGDF,SHGDF,2023-08-10,2023-06-30,,CAD
SHIP,Seanergy Maritime Holdings Corp,2023-08-02,2023-06-30,-0.0156,USD
SHLS,Shoals Technologies Group Inc - Class A,2023-08-14,2023-06-30,0.13,USD
SHMP,SHMP,2023-08-30,2023-06-30,0,USD
SHO,Sunstone Hotel Investors Inc,2023-08-01,2023-06-30,0.14,USD
SHOO,Steven Madden Ltd,2023-07-25,2023-06-30,0.46,USD
SHOP,Shopify Inc - Class A,2023-07-25,2023-06-30,0.06,USD
SHPW,Shapeways Holdings Inc,2023-08-07,2023-06-30,-0.14,USD
SHW,Sherwin-Williams Company,2023-07-25,2023-06-30,2.66,USD
SHWZ,SHWZ,2023-08-09,2023-06-30,-0.06,USD
SHYF,Shyft Group Inc (The),2023-07-26,2023-06-30,0.21,USD
SI,SI,2023-07-17,2023-06-30,0.15,USD
SIBN,SI-BONE Inc,2023-08-07,2023-06-30,-0.4,USD
SICP,SICP,2023-07-17,2023-06-30,0.1267,USD
SID,Companhia Siderurgica Nacional,2023-08-02,2023-06-30,0.1234,USD
SIDU,Sidus Space Inc - Class A,2023-08-11,2023-06-30,-0.08,USD
SIEB,Siebert Financial Corp,2023-08-14,2023-06-30,,USD
SIEGY,SIEGY,2023-08-10,2023-06-30,1.28,EUR
SIEN,Sientra Inc,2023-08-09,2023-06-30,-0.86,USD
SIF,SIFCO Industries Inc,2023-08-14,2023-06-30,,USD
SIFY,Sify Technologies Ltd,2023-07-20,2023-06-30,1.64,INR
SIGA,SIGA Technologies Inc,2023-08-02,2023-06-30,,USD
SIGI,Selective Insurance Group Inc,2023-08-01,2023-06-30,1.53,USD
SIGL,SIGL,2023-07-20,2023-06-30,,USD
SII,Sprott Inc,2023-07-31,2023-06-30,0.35,USD
SILC,Silicom Ltd,2023-07-26,2023-06-30,0.66,USD
SILK,Silk Road Medical Inc,2023-07-24,2023-06-30,-0.39,USD
SILV,SilverCrest Metals Inc,2023-08-09,2023-06-30,0.14,USD
SIM,Grupo Simec S.A.B. de C.V.,2023-08-01,2023-06-30,0.5279,MXN
SIMO,Silicon Motion Technology Corp,2023-07-05,2023-06-30,0.46,USD
SIMPQ,SIMPQ,2023-08-16,2023-07-31,0,USD
SING,SING,2023-08-14,2023-06-30,,USD
SINT,SINTX Technologies Inc,2023-08-10,2023-06-30,-0.79,USD
SIOX,Sio Gene Therapies Inc,2023-06-23,2023-03-31,-0.1428,USD
SIOX,Sio Gene Therapies Inc,2023-08-09,2023-06-30,-0.06,USD
SIRE,Sisecam Resources LP,2023-07-27,2023-06-30,,USD
SIRI,Sirius XM Holdings Inc,2023-07-26,2023-06-30,0.07,USD
SISXF,SISXF,2023-08-08,2023-06-30,,CAD
SITC,SITE Centers Corp,2023-07-26,2023-06-30,0.03,USD
SITE,SiteOne Landscape Supply Inc,2023-08-01,2023-06-30,2.63,USD
SITKF,SITKF,2023-08-21,2023-06-30,,CAD
SITM,SiTime Corp,2023-08-01,2023-06-30,-0.29,USD
SITOQ,SITOQ,2023-09-08,2023-06-30,0,USD
SIVB,SIVB,2023-07-20,2023-06-30,,USD
SIVBQ,SIVBQ,2023-07-20,2023-06-30,3.72,USD
SIX,Six Flags Entertainment Corp,2023-08-09,2023-06-30,0.86,USD
SJ,Scienjoy Holding Corporation - Class A,2023-09-13,2023-06-30,,CNY
SJI,SJI,2023-08-01,2023-06-30,,USD
SJM,J.M. Smucker Company,2023-08-29,2023-07-31,2.05,USD
SJR,SJR,2023-06-28,2023-05-31,0.384,CAD
SJT,San Juan Basin Royalty Trust,2023-08-14,2023-06-30,,USD
SJW,SJW Group,2023-07-25,2023-06-30,0.53,USD
SKFRY,SKFRY,2023-07-19,2023-06-30,0.4413,SEK
SKHHY,SKHHY,2023-08-17,2023-06-30,0.4805,USD
SKHSY,SKHSY,2023-09-07,2023-07-31,0.514,JPY
SKIL,Skillsoft Corp - Class A,2023-09-05,2023-06-30,-0.19,USD
SKIN,Beauty Health Company (The) - Class A,2023-08-07,2023-06-30,0.06,USD
SKKY,SKKY,2023-09-11,2023-07-31,,USD
SKLZ,Skillz Inc - Class A,2023-08-01,2023-06-30,-0.06,USD
SKM,SK Telecom Co Ltd,2023-08-10,2023-06-30,0.546,KRW
SKT,Tanger Factory Outlet Centers Inc,2023-08-03,2023-06-30,0.16,USD
SKWD,Skyward Specialty Insurance Group Inc,2023-08-30,2023-06-30,0.43,USD
SKX,Skechers U S A Inc - Class A,2023-07-24,2023-06-30,0.52,USD
SKY,Skyline Champion Corp,2023-07-31,2023-06-30,0.85,USD
SKYE,SKYE,2023-08-30,2023-06-30,0,USD
SKYH,Sky Harbour Group Corporation - Class A,2023-08-09,2023-05-31,,USD
SKYT,SkyWater Technology Inc,2023-08-14,2023-06-30,-0.11,USD
SKYW,Skywest Inc,2023-07-26,2023-06-30,-0.45,USD
SKYX,SKYX Platforms Corp,2023-08-11,2023-06-30,0,USD
SLAB,Silicon Laboratories Inc,2023-07-25,2023-06-30,1.03,USD
SLB,SLB,2023-07-20,2023-06-30,0.71,USD
SLBK,SLBK,2023-08-07,2023-06-30,,USD
SLCA,U.S. Silica Holdings Inc,2023-07-27,2023-06-30,0.63,USD
SLDB,Solid Biosciences Inc,2023-08-09,2023-06-30,-1.52,USD
SLDP,Solid Power Inc - Class A,2023-08-07,2023-06-30,-0.11,USD
SLF,Sun Life Financial Inc,2023-08-08,2023-06-30,1.18,USD
SLG,SL Green Realty Corp,2023-07-19,2023-06-30,-0.74,USD
SLGC,SomaLogic Inc - Class A,2023-08-14,2023-06-30,-0.16,USD
SLGD,SLGD,2023-08-10,2023-06-30,,USD
SLGG,Super League Gaming Inc,2023-08-09,2023-06-30,-0.17,USD
SLGL,Sol-Gel Technologies Ltd,2023-08-02,2023-06-30,-0.28,USD
SLGN,Silgan Holdings Inc,2023-07-25,2023-06-30,0.9,USD
SLGWF,SLGWF,2023-08-23,2023-06-30,,CAD
SLM,SLM Corp,2023-07-25,2023-06-30,1.13,USD
SLMFF,SLMFF,2023-08-28,2023-05-31,,USD
SLN,Silence Therapeutics Plc,2023-09-13,2023-06-30,-0.1397,GBP
SLNA,Selina Hospitality PLC.,2023-08-30,2023-06-30,-0.32,USD
SLNFF,SLNFF,2023-09-11,2023-07-31,,CAD
SLNG,Stabilis Solutions Inc,2023-08-08,2023-06-30,-0.01,USD
SLNH,Soluna Holdings Inc,2023-08-08,2023-06-30,0,USD
SLNO,Soleno Therapeutics Inc,2023-08-08,2023-06-30,-0.8,USD
SLP,Simulations Plus Inc,2023-07-04,2023-05-31,0.2,USD
SLQT,SelectQuote Inc,2023-08-28,2023-06-30,-0.29,USD
SLRC,SLR Investment Corp,2023-07-31,2023-06-30,0.41,USD
SLRN,Acelyrin Inc,2023-08-30,2023-06-30,-0.77,USD
SLRX,Salarius Pharmaceuticals Inc,2023-08-03,2023-06-30,-1.3,USD
SLS,SELLAS Life Sciences Group Inc,2023-08-09,2023-06-30,-0.35,USD
SLSDF,SLSDF,2023-08-22,2023-06-30,,USD
SLSSF,SLSSF,2023-08-08,2023-06-30,,USD
SLTTF,SLTTF,2023-08-01,2023-06-30,,CAD
SLVM,Sylvamo Corp,2023-08-11,2023-06-30,1.08,USD
SLVRF,SLVRF,2023-08-14,2023-06-30,,CAD
SM,SM Energy Company,2023-08-01,2023-06-30,1.16,USD
SMAGF,SMAGF,2023-09-05,2023-06-30,,USD
SMAR,Smartsheet Inc - Class A,2023-08-30,2023-07-31,0.07,USD
SMBC,Southern Missouri Bancorp Inc,2023-07-24,2023-06-30,1.1,USD
SMBK,SmartFinancial Inc,2023-07-24,2023-06-30,0.56,USD
SMCI,Super Micro Computer Inc,2023-08-07,2023-06-30,2.45,USD
SMFG,Sumitomo Mitsui Financial Group Inc,2023-07-31,2023-06-30,0.1927,JPY
SMFL,Smart for Life Inc,2023-08-14,2023-06-30,0.01,USD
SMFR,SMFR,2023-08-14,2023-06-30,,USD
SMG,Scotts Miracle-Gro Company - Class A,2023-08-02,2023-06-30,1.5,USD
SMGI,SMGI,2023-08-15,2023-06-30,,USD
SMHI,SEACOR Marine Holdings Inc,2023-08-01,2023-06-30,,USD
SMID,Smith-Midland Corp,2023-08-11,2023-06-30,,USD
SMIT,SMIT,2023-08-02,2023-05-31,0,USD
SMLP,Summit Midstream Partners LP,2023-08-02,2023-06-30,0.08,USD
SMLR,Semler Scientific Inc,2023-07-31,2023-06-30,0.56,USD
SMMCF,SMMCF,2023-08-07,2023-06-30,,CAD
SMMF,Summit Financial Group Inc,2023-07-26,2023-06-30,0.78,USD
SMMNY,SMMNY,2023-08-02,2023-06-30,0.2578,EUR
SMMT,Summit Therapeutics Inc,2023-08-09,2023-07-31,,USD
SMP,Standard Motor Products Inc,2023-08-01,2023-06-30,0.98,USD
SMPL,Simply Good Foods Company,2023-06-29,2023-05-31,0.41,USD
SMR,NuScale Power Corporation - Class A,2023-08-10,2023-06-30,-0.0836,USD
SMRT,SmartRent Inc - Class A,2023-08-11,2023-06-30,-0.05,USD
SMSI,Smith Micro Software Inc,2023-08-09,2023-06-30,-0.01,USD
SMSMY,SMSMY,2023-08-25,2023-06-30,0,AUD
SMTC,Semtech Corp,2023-08-29,2023-07-31,0.03,USD
SMTI,Sanara MedTech Inc,2023-08-14,2023-06-30,-0.13,USD
SMTOY,SMTOY,2023-08-01,2023-06-30,0.1898,USD
SMTS,SMTS,2023-08-09,2023-06-30,,USD
SMTSF,SMTSF,2023-08-09,2023-06-30,-0.02,USD
SMURF,SMURF,2023-08-14,2023-06-30,,USD
SMWB,Similarweb Ltd,2023-08-07,2023-06-30,-0.07,USD
SNA,Snap-on Inc,2023-07-19,2023-06-30,4.53,USD
SNAL,Snail Inc - Class A,2023-08-30,2023-06-30,0.07,USD
SNAP,Snap Inc - Class A,2023-07-19,2023-06-30,-0.04,USD
SNAX,Stryve Foods Inc - Class A,2023-08-14,2023-06-30,-0.12,USD
SNBR,Sleep Number Corp,2023-07-25,2023-06-30,-0.07,USD
SNCAF,SNCAF,2023-08-02,2023-06-30,0.23,CAD
SNCE,Science 37 Holdings Inc,2023-08-09,2023-06-30,-0.12,USD
SNCR,Synchronoss Technologies Inc,2023-08-07,2023-06-30,-0.03,USD
SNCY,Sun Country Airlines Holdings Inc,2023-08-07,2023-06-30,0.39,USD
SND,Smart Sand Inc,2023-08-07,2023-06-30,0.04,USD
SNDA,Sonida Senior Living Inc,2023-08-10,2023-06-30,-1.76,USD
SNDL,SNDL Inc,2023-08-10,2023-06-30,-0.005,CAD
SNDR,Schneider National Inc - Class B,2023-07-26,2023-06-30,0.46,USD
SNDX,Syndax Pharmaceuticals Inc,2023-08-07,2023-06-30,-0.73,USD
SNES,SenesTech Inc,2023-08-09,2023-06-30,-0.78,USD
SNEX,StoneX Group Inc,2023-08-01,2023-06-30,2.27,USD
SNFCA,Security National Financial Corp - Class A,2023-08-14,2023-06-30,,USD
SNGX,Soligenix Inc,2023-08-10,2023-06-30,-0.49,USD
SNMP,SNMP,2023-08-08,2023-06-30,,USD
SNMSF,SNMSF,2023-07-25,2023-06-30,0.4075,USD
SNN,Smith & Nephew plc,2023-08-03,2023-06-30,0.81,USD
SNNF,SNNF,2023-08-10,2023-06-30,,USD
SNOA,Sonoma Pharmaceuticals Inc,2023-08-09,2023-06-30,,USD
SNOW,Snowflake Inc - Class A,2023-08-22,2023-07-31,0.1,USD
SNPO,Snap One Holdings Corp,2023-08-09,2023-06-30,0.13,USD
SNPS,Synopsys Inc,2023-08-15,2023-07-31,2.74,USD
SNPW,SNPW,2023-08-14,2023-06-30,,USD
SNPX,Synaptogenix Inc,2023-08-04,2023-06-30,-0.34,USD
SNRG,SNRG,2023-08-22,2023-06-30,,USD
SNSE,Sensei Biotherapeutics Inc,2023-08-07,2023-06-30,-0.33,USD
SNSGF,SNSGF,2023-07-28,2023-05-31,0,USD
SNT,Senstar Technologies Ltd,2023-09-20,2023-06-30,,USD
SNTI,Senti Biosciences Inc,2023-08-04,2023-06-30,-0.48,USD
SNTW,SNTW,2023-08-14,2023-07-31,,USD
SNV,Synovus Financial Corp,2023-07-20,2023-06-30,1.17,USD
SNVVF,SNVVF,2023-08-08,2023-06-30,,CAD
SNWV,SNWV,2023-08-14,2023-06-30,,USD
SNX,TD Synnex Corp,2023-06-27,2023-05-31,2.55,USD
SNY,Sanofi,2023-07-28,2023-06-30,0.889,EUR
SO,Southern Company,2023-07-26,2023-06-30,0.81,USD
SOBR,Sobr Safe Inc,2023-08-30,2023-06-30,-0.17,USD
SODI,SODI,2023-07-12,2023-05-31,,USD
SOFI,SoFi Technologies Inc,2023-07-31,2023-06-30,-0.06,USD
SOFO,Sonic Foundry Inc,2023-08-09,2023-06-30,-0.34,USD
SOHO,Sotherly Hotels Inc,2023-08-09,2023-06-30,,USD
SOHU,Sohu.com Ltd,2023-08-07,2023-06-30,-0.58,USD
SOI,Solaris Oilfield Infrastructure Inc - Class A,2023-07-31,2023-06-30,0.24,USD
SOL,Emeren Group Ltd,2023-09-05,2023-06-30,0.105,USD
SOLCF,SOLCF,2023-07-27,2023-06-30,,CAD
SOLO,Electrameccanica Vehicles Corp,2023-08-09,2023-06-30,-0.13,USD
SOMC,SOMC,2023-07-25,2023-06-30,,USD
SOMLY,SOMLY,2023-08-10,2023-06-30,0,JPY
SON,Sonoco Products Company,2023-07-19,2023-06-30,1.5,USD
SOND,Sonder Holdings Inc - Class A,2023-08-08,2023-06-30,-0.18,USD
SONM,Sonim Technologies Inc,2023-08-10,2023-06-30,,USD
SONN,Sonnet BioTherapeutics Holdings Inc,2023-08-14,2023-06-30,-0.31,USD
SONO,Sonos Inc,2023-08-08,2023-06-30,-0.2,USD
SONVY,SONVY,2023-08-30,2023-06-30,0,CHF
SONX,Sonendo Inc,2023-08-10,2023-06-30,-0.15,USD
SONY,Sony Group Corporation,2023-07-31,2023-06-30,1.02,JPY
SOPA,Society Pass Inc,2023-08-03,2023-06-30,-0.21,USD
SOPH,SOPHiA Genetics SA,2023-09-07,2023-06-30,-0.2945,USD
SOS,SOS Ltd,2023-08-17,2023-06-30,0,USD
SOTK,Sono-Tek Corp,2023-07-13,2023-05-31,0.03,USD
SOUN,SoundHound AI Inc - Class A,2023-08-09,2023-06-30,-0.08,USD
SOVO,Sovos Brands Inc,2023-08-02,2023-06-30,0.1292,USD
SOWG,SOWG,2023-08-11,2023-06-30,0,USD
SOYO,SOYO,2023-08-17,2023-06-30,0,USD
SP,SP Plus Corp,2023-08-01,2023-06-30,0.68,USD
SPB,Spectrum Brands Holdings Inc,2023-08-10,2023-06-30,0.44,USD
SPCB,SuperCom Ltd,2023-08-07,2023-06-30,-0.55,USD
SPCE,Virgin Galactic Holdings Inc - Class A,2023-08-02,2023-06-30,-0.52,USD
SPDC,SPDC,2023-08-07,2023-06-30,0,USD
SPFI,South Plains Financial Inc,2023-07-20,2023-06-30,0.63,USD
SPG,Simon Property Group Inc,2023-07-31,2023-06-30,1.61,USD
SPGI,S&P Global Inc,2023-07-31,2023-06-30,3.09,USD
SPGYF,SPGYF,2023-07-26,2023-06-30,,CAD
SPH,Suburban Propane Partners LP,2023-08-02,2023-06-30,-0.08,USD
SPHR,Sphere Entertainment Co - Class A,2023-08-17,2023-06-30,-1.42,USD
SPHRY,SPHRY,2023-08-23,2023-06-30,0,AUD
SPIR,Spire Global Inc - Class A,2023-08-08,2023-06-30,-0.1,USD
SPKKY,SPKKY,2023-08-18,2023-06-30,0,NZD
SPLIF,SPLIF,2023-07-04,2023-04-30,,USD
SPLK,Splunk Inc,2023-08-22,2023-07-31,0.45,USD
SPLP,Steel Partners Holdings LP,2023-08-03,2023-06-30,,USD
SPMYY,SPMYY,2023-08-02,2023-06-30,0,USD
SPNE,SPNE,2023-07-31,2023-06-30,,USD
SPNS,Sapiens International Corp NV,2023-08-01,2023-06-30,0.32,USD
SPNT,SiriusPoint Ltd,2023-08-01,2023-06-30,0.25,USD
SPOK,Spok Holdings Inc,2023-07-25,2023-06-30,0.23,USD
SPOT,Spotify Technology S.A.,2023-07-25,2023-06-30,-0.71,EUR
